"","aplicacion","consumo_asignado_app","consumo_usado_app","consumo_fantasia_app","General","n_centrales","consumo_x_general_asignado","consumo_x_general_usado"
"207","JUPITER",1939.123046875,721.192702660276,1217.93034421472,"Juridica",1,1939.123046875,721.192702660276
"208","L.1.3.64.1.",108.5,55.4286458333333,53.0713541666667,"Sin Direccion",1,108.5,55.4286458333333
"209","L.1.4.32.10.",72,31.4748,40.5252,"Sin Direccion",1,72,31.4748
"210","L.1.4.64.2.",62,27.1033,34.8967,"Sin Direccion",1,62,27.1033
"211","L.2.2.32.2.",67,7.19915,59.80085,"Sin Direccion",1,67,7.19915
"212","L.2.2.32.3.",67,18.9811,48.0189,"Sin Direccion",1,67,18.9811
"213","L.2.2.64.",42,19.0869,22.9131,"Sin Direccion",1,42,19.0869
"214","L.2.2.64.14.",42,16.4556,25.5444,"Sin Direccion",1,42,16.4556
"215","L.2.2.64.2.",38,20.2844,17.7156,"Sin Direccion",1,38,20.2844
"216","L.2.2.64.21.",47,15.11285,31.88715,"Sin Direccion",1,47,15.11285
"217","L.2.2.64.24.",82,43.7716,38.2284,"Sin Direccion",1,82,43.7716
"218","L.2.2.64.6.",42,18.8454,23.1546,"Sin Direccion",1,42,18.8454
"219","L.3.1.64.16.",145,69.46225,75.53775,"Sin Direccion",1,145,69.46225
"220","L.3.1.64.4.",140,45.017,94.983,"Sin Direccion",1,140,45.017
"221","LAB",3951.45,3145.75887723338,805.691122766617,"Sin Direccion",1,3951.45,3145.75887723338
"222","LABORATORIO",251.5,61.415278125,190.084721875,"Comunicaciones y Tecnologias de la Informacion",1,251.5,61.415278125
"223","LCP",6064.3984375,106.346853808594,5958.05158369141,"Sin Direccion",1,6064.3984375,106.346853808594
"224","LEG",32,18.7552,13.2448,"Sin Direccion",1,32,18.7552
"225","LIF",914,146.43425,767.56575,"Sin Direccion",1,914,146.43425
"226","LIK",282,45.8413068844808,236.158693115519,"Sin Direccion",1,282,45.8413068844808
"227","MACROPROYECTOS",2508.170703125,630.002014950227,1878.16868817477,"TODAS",1,2508.170703125,630.002014950227
"228","MAQ",754,136.24625,617.75375,"Sin Direccion",1,754,136.24625
"229","MARIMBA",766,339.9508,426.0492,"Sin Direccion",1,766,339.9508
"230","MAT",603,146.35405,456.64595,"Sin Direccion",1,603,146.35405
"231","MAT DyC",19139.807683928,5968.37235430754,13171.4353296204,"Sin Direccion",1,19139.807683928,5968.37235430754
"232","MATCAPBKGX",214,21.8066,192.1934,"Sin Direccion",1,214,21.8066
"233","MATCE: Automatizacion y llenado electronico del formulario multiple de pago para comercio exterior",4389.82794744318,1358.16897040128,3031.6589770419,"Sin Direccion",1,4389.82794744318,1358.16897040128
"234","MIA",928,155.577,772.423,"Sin Direccion",1,928,155.577
"235","MISI",740,96.237,643.763,"Sin Direccion",1,740,96.237
"236","MONITOR ENUVE",192,25.0656,166.9344,"Comunicaciones y Tecnologias de la Informacion",1,192,25.0656
"237","MONITOREO INDRA",1329,428.689593407235,900.310406592765,"Comunicaciones y Tecnologias de la Informacion",1,1329,428.689593407235
"238","MOR",378.1,200.868344362018,177.231655637982,"Sin Direccion",1,378.1,200.868344362018
"239","MORSA",101.3,19.1016943620178,82.1983056379822,"Planeacion",1,101.3,19.1016943620178
"240","MPR",2431.320703125,619.728654685459,1811.59204843954,"Sin Direccion",1,2431.320703125,619.728654685459
"241","MSK",266,138.9451,127.0549,"Sin Direccion",1,266,138.9451
"242","MTS",564,219.7344,344.2656,"Sin Direccion",1,564,219.7344
"243","MVA XMAIL",20,15.9599609375,4.0400390625,"Sin Direccion",1,20,15.9599609375
"244","Mantenimiento a las declaraciones anuales",63091.2788085938,24467.6632702286,38623.6155383651,"Sin Direccion",1,63091.2788085938,24467.6632702286
"245","Modulo de registros de codigos de seguridad en cajetillas de Cigarros",14339.8615872187,4399.98732150367,9939.87426571502,"Sin Direccion",1,14339.8615872187,4399.98732150367
"246","NEE",3715.5,719.3655,2996.1345,"Sin Direccion",1,3715.5,719.3655
"247","NEW VIRTUAL MACHINE",127,73.59015,53.40985,"Sin Direccion",1,127,73.59015
"248","NOM",810,375.1401,434.8599,"Sin Direccion",1,810,375.1401
"249","NOMINA SAT",2823.6953125,1890.69375908661,933.001553413391,"Recaudacion",1,2823.6953125,1890.69375908661
"250","NOTIFICACION Y VERIFICACION",11441.6666666667,2451.92323476562,8989.74343190104,"Grandes Contribuyentes",1,11441.6666666667,2451.92323476562
"251","NYV",19011.6666666667,3449.76043476562,15561.906231901,"Sin Direccion",1,19011.6666666667,3449.76043476562
"252","NYV_RRL",57646.3166666667,13831.1037352214,43815.2129314453,"Comunicaciones y Tecnologias de la Informacion",2,28823.1583333333,6915.55186761068
"253","NYV_RRL",57646.3166666667,13831.1037352214,43815.2129314453,"Juridica",2,28823.1583333333,6915.55186761068
"254","OEM",198,44.3223,153.6777,"Sin Direccion",1,198,44.3223
"255","OFICINA SIN PAPEL",280,116.005859375,163.994140625,"Evaluacion",1,280,116.005859375
"256","OPT",464,106.72,357.28,"Sin Direccion",1,464,106.72
"257","OVM",211.4,26.2385954241071,185.161404575893,"Sin Direccion",1,211.4,26.2385954241071
"258","Oficialia de Partes",4906.81932277741,1183.97871446534,3722.84060831207,"Sin Direccion",1,4906.81932277741,1183.97871446534
"259","P",1592,368.2208,1223.7792,"Sin Direccion",1,1592,368.2208
"260","P2V",40,15.09375,24.90625,"Sin Direccion",1,40,15.09375
"261","PADRON DE CONTRIBUYENTES",3628,2128.03285026042,1499.96714973958,"Servicios al Contribuyente",1,3628,2128.03285026042
"262","PADRON ESCUELAS",288,194.58140625,93.41859375,"Auditoria Fiscal Federal",1,288,194.58140625
"263","PAGC",170,42.64875,127.35125,"Sin Direccion",1,170,42.64875
"264","PAM",72133.01171875,9410.68085390625,62722.3308648437,"Sin Direccion",1,72133.01171875,9410.68085390625
"265","PEM",423,45.11295,377.88705,"Sin Direccion",1,423,45.11295
"266","PGI",3016,957.4686859375,2058.5313140625,"Sin Direccion",1,3016,957.4686859375
"267","PIM",3973,486.1084,3486.8916,"Servicios al Contribuyente",1,3973,486.1084
"268","PKI",19339,3805.81976822323,15533.1802317768,"Servicios al Contribuyente",1,19339,3805.81976822323
"269","PLANTILLADOR",301,184.349779390315,116.650220609685,"TODAS",1,301,184.349779390315
"270","PLATESPIN MIGRATE",60,12.0765,47.9235,"Sin Direccion",1,60,12.0765
"271","POC",11699,2937.16817026449,8761.83182973551,"Sin Direccion",1,11699,2937.16817026449
"272","POCORACLE",570.5,138.29158203125,432.20841796875,"Comunicaciones y Tecnologias de la Informacion",1,570.5,138.29158203125
"273","POR",1316.5,396.48218203125,920.01781796875,"Sin Direccion",1,1316.5,396.48218203125
"274","PORTAL ANTILAVADO DE DINERO (UIF)",3688.5009765625,1176.05252023964,2512.44845632286,"Auditoria Fiscal Federal",1,3688.5009765625,1176.05252023964
"275","PORTAL INTERNET SAT",672,412.9776,259.0224,"Recaudacion",2,336,206.4888
"276","PORTAL INTERNET SAT",672,412.9776,259.0224,"Servicios al Contribuyente",2,336,206.4888
"277","PORTAL SAT (ACW)",8308.5880859375,4174.18256649833,4134.40551943917,"Servicios al Contribuyente",1,8308.5880859375,4174.18256649833
"278","PPM",1382,313.731174032022,1068.26882596798,"Sin Direccion",1,1382,313.731174032022
"279","PPMC",1168,263.055974032022,904.944025967978,"TODAS",1,1168,263.055974032022
"280","PRT",192,57.4464,134.5536,"TODAS",1,192,57.4464
"281","PRU",8274,1443.53385,6830.46615,"Sin Direccion",1,8274,1443.53385
"282","PS",919.9,742.463250211327,177.436749788673,"Sin Direccion",1,919.9,742.463250211327
"283","PSP",7190.4,1308.798364109,5881.601635891,"Sin Direccion",1,7190.4,1308.798364109
"284","PTL",659,272.38046015625,386.61953984375,"Sin Direccion",1,659,272.38046015625
"285","PTS",634.5,76.0187455078125,558.481254492188,"Sin Direccion",1,634.5,76.0187455078125
"286","Publicacion de datos Contribuyentes",13617.2900910066,4496.62325890898,9120.6668320976,"Sin Direccion",1,13617.2900910066,4496.62325890898
"287","QSNODE",654.8,534.140269447686,120.659730552314,"Sin Direccion",1,654.8,534.140269447686
"288","RATIONAL",2302,773.52875,1528.47125,"Comunicaciones y Tecnologias de la Informacion",1,2302,773.52875
"289","RDM",1516,388.6291,1127.3709,"Sin Direccion",1,1516,388.6291
"290","RECURSO DE REVOCACION EN LINEA",7638.56666666667,1800.46396972656,5838.1026969401,"Juridica",1,7638.56666666667,1800.46396972656
"291","RED",1565,379.03045,1185.96955,"Sin Direccion",1,1565,379.03045
"292","REGISTRO FISCAL SIMPLIFICADO",77047.6204427083,21269.6003339172,55778.0201087911,"Auditoria Fiscal Federal",1,77047.6204427083,21269.6003339172
"293","REM",9887.065625,4186.56013068347,5700.50549431653,"Sin Direccion",1,9887.065625,4186.56013068347
"294","REMEDY",4729.0962890625,3211.21057066441,1517.88571839808,"TODAS",1,4729.0962890625,3211.21057066441
"295","REP",29628.046875,10022.1960108948,19605.8508641052,"Servicios al Contribuyente",1,29628.046875,10022.1960108948
"296","REPECOS",1221.30859375,847.074776308734,374.233817441266,"Servicios al Contribuyente",1,1221.30859375,847.074776308734
"297","RES",1971.83984375,41.8014953613281,1930.03834838867,"Sin Direccion",1,1971.83984375,41.8014953613281
"298","RFC",47994.5659179688,16596.7964674893,31397.7694504795,"Sin Direccion",1,47994.5659179688,16596.7964674893
"299","RFC AMPLIADO",139199.904880898,42728.1045843795,96471.8002965182,"Servicios al Contribuyente",1,139199.904880898,42728.1045843795
"300","RFD",800,154.8037125,645.1962875,"Sin Direccion",1,800,154.8037125
"301","RFS",98727.1204427083,25609.3997783378,73117.7206643705,"Sin Direccion",1,98727.1204427083,25609.3997783378
"302","RIF-DYP CONTENCION",15556.373828125,5221.18363468851,10335.1901934365,"Servicios al Contribuyente",1,15556.373828125,5221.18363468851
"303","RII",8352,1164.5296,7187.4704,"Sin Direccion",1,8352,1164.5296
"304","RIN",1600.857421875,491.282266992188,1109.57515488281,"Sin Direccion",1,1600.857421875,491.282266992188
"305","RIS IMSS",564,125.1460921875,438.8539078125,"Servicios al Contribuyente",1,564,125.1460921875
"306","RIVPOC",114,21.432,92.568,"Sin Direccion",1,114,21.432
"307","RRL",7778.56666666667,1850.34596972656,5928.2206969401,"Sin Direccion",1,7778.56666666667,1850.34596972656
"308","RRL y CAL",7218.31932277741,1750.29526270753,5468.02406006988,"Sin Direccion",1,7218.31932277741,1750.29526270753
"309","SAI",1568,1166.016,401.984,"Sin Direccion",1,1568,1166.016
"310","SAM",5114,1464.41275,3649.58725,"Sin Direccion",1,5114,1464.41275
"311","SAORS",444,169.91658,274.08342,"Comunicaciones y Tecnologias de la Informacion",1,444,169.91658
"312","SAR",1276.00048828125,768.460310840607,507.540177440643,"Comunicaciones y Tecnologias de la Informacion",1,1276.00048828125,768.460310840607
"313","SAS",87475.4083984375,46263.2109143762,41212.1974840613,"Planeacion",1,87475.4083984375,46263.2109143762
"314","SASLABX",203.5,108.198803710937,95.3011962890625,"Sin Direccion",1,203.5,108.198803710937
"315","SAT",20,4.23232822540781,15.7676717745922,"TODAS",1,20,4.23232822540781
"316","SBT",904,127.9004,776.0996,"Sin Direccion",1,904,127.9004
"317","SBV",174,21.2454,152.7546,"Sin Direccion",1,174,21.2454
"318","SCADE1",149.8037109375,92.4987980468749,57.3049128906251,"Comunicaciones y Tecnologias de la Informacion",1,149.8037109375,92.4987980468749
"319","SCC",2720.66666666667,752.826882552083,1967.83978411458,"Sin Direccion",1,2720.66666666667,752.826882552083
"320","SCCCyG",2745.41932277741,740.378935298671,2005.04038747874,"Sin Direccion",1,2745.41932277741,740.378935298671
"321","SCF",186,132.4878,53.5122,"Sin Direccion",1,186,132.4878
"322","SCG",19524.216796875,5321.66973387402,14202.547063001,"Sin Direccion",1,19524.216796875,5321.66973387402
"323","SCS",149642.036197917,111756.788465273,37885.2477326435,"Servicios al Contribuyente",1,149642.036197917,111756.788465273
"324","SCT",2560,404.4864,2155.5136,"Sin Direccion",1,2560,404.4864
"325","SD",7969.7158203125,1835.27738867187,6134.43843164064,"Sin Direccion",1,7969.7158203125,1835.27738867187
"326","SD2.ORIGINAL",420,36.288,383.712,"Sin Direccion",1,420,36.288
"327","SDS",378,105.44501953125,272.55498046875,"Sin Direccion",1,378,105.44501953125
"328","SECREFIS",97.8818359375,62.0846837513161,35.7971521861839,"Auditoria Fiscal Federal",1,97.8818359375,62.0846837513161
"329","SEGURIDAD/CFDI/SCADE1/SFE",4318.584375,2762.1683066322,1556.4160683678,"Auditoria Fiscal Federal",1,4318.584375,2762.1683066322
"330","SEI",9125.001953125,1679.73464609375,7445.26730703126,"Sin Direccion",1,9125.001953125,1679.73464609375
"331","SEM",10093.5,1887.15185,8206.34815,"Sin Direccion",1,10093.5,1887.15185
"332","SEMAFOROS INTELIGENTES",6450.5,1163.14485,5287.35515,"Aduanas",1,6450.5,1163.14485
"333","SERCAA",1980.1328125,1768.3334652832,211.799347216797,"Recursos y Servicios",1,1980.1328125,1768.3334652832
"334","SERVICIOS AL CONTRIBUYENTE",20357,4542.5478375,15814.4521625,"Comunicaciones y Tecnologias de la Informacion",1,20357,4542.5478375
"335","SERVICIOS CENTRALES",153589.536197917,112935.446023747,40654.0901741699,"TODAS",1,153589.536197917,112935.446023747
"336","SERVICIOS TRIBUTARIOS IMPUESTOS INTERNOS",3466.920703125,2198.67056051276,1268.25014261224,"Auditoria Fiscal Federal",1,3466.920703125,2198.67056051276
"337","SFE",17262.384375,13852.3132778911,3410.07109710891,"Sin Direccion",1,17262.384375,13852.3132778911
"338","SGE",282,52.036,229.964,"Sin Direccion",1,282,52.036
"339","SIARF",203.12109375,119.370496270752,83.750597479248,"Comunicaciones y Tecnologias de la Informacion",1,203.12109375,119.370496270752
"340","SIAT COMERCIO EXTERIOR (SIAT-CE)",8411.548828125,1466.08404082031,6945.46478730469,"Aduanas",1,8411.548828125,1466.08404082031
"341","SIAT: Sistema Integral de Administracion Tributaria; Fase 1.",11663.9919133314,3295.27149254584,8368.72042078554,"Sin Direccion",1,11663.9919133314,3295.27149254584
"342","SIBUD",644,445.487,198.513,"Evaluacion",1,644,445.487
"343","SIC",5506.105859375,2858.95535065667,2647.15050871833,"Sin Direccion",1,5506.105859375,2858.95535065667
"344","SICAP",140,108.612,31.388,"Sin Direccion",1,140,108.612
"345","SICOBI",3592.01171875,2506.15694082031,1085.85477792969,"Recursos y Servicios",1,3592.01171875,2506.15694082031
"346","SICOFI",64,45.56935,18.43065,"Servicios al Contribuyente",1,64,45.56935
"347","SICONT",4792.405859375,2005.78526935764,2786.62059001736,"Servicios al Contribuyente",1,4792.405859375,2005.78526935764
"348","SIMULADOR DE CUESTIONARIO DE OBLIGACIONES",332,44.623125,287.376875,"Servicios al Contribuyente",1,332,44.623125
"349","SIN",10570.5029296875,4488.37502307555,6082.12790661195,"Sin Direccion",1,10570.5029296875,4488.37502307555
"350","SIO",48,22.6446713341113,25.3553286658887,"Sin Direccion",1,48,22.6446713341113
"351","SIOS",654,179.559193990361,474.440806009639,"Planeacion",1,654,179.559193990361
"352","SIP",2128,383.2528,1744.7472,"Sin Direccion",1,2128,383.2528
"353","SIREIN",737,474.040995535714,262.959004464286,"Sin Direccion",1,737,474.040995535714
"354","SIRESI",138.625,132.174128571428,6.45087142857145,"Sin Direccion",1,138.625,132.174128571428
"355","SIS",606,156.91452265625,449.08547734375,"Sin Direccion",1,606,156.91452265625
"356","SISTEMA DE CONTABILID ADGL",200.8,161.476958298112,39.3230417018879,"Recursos y Servicios",1,200.8,161.476958298112
"357","SISTEMA INTEGRAL DE ADMINISTRACION TRIBUTARIA",110512.750746783,49262.5711624175,61250.1795843656,"TODAS",1,110512.750746783,49262.5711624175
"358","SISTEMADECOSTOS",132,52.8837890625,79.1162109375,"Sin Direccion",1,132,52.8837890625
"359","SIT",169932.622491575,56839.4589038348,113093.16358774,"Sin Direccion",1,169932.622491575,56839.4589038348
"360","SITIO INTERNET",131,32.3313,98.6687,"TODAS",1,131,32.3313
"361","SIVIME",2840,746.680548165618,2093.31945183438,"Recaudacion",1,2840,746.680548165618
"362","SLO",148,65.0403076171875,82.9596923828125,"Sin Direccion",1,148,65.0403076171875
"363","SMO",392,89.4772,302.5228,"Sin Direccion",1,392,89.4772
"364","SO",2195,479.168,1715.832,"Sin Direccion",1,2195,479.168
"365","SOA",2659.890625,1432.44685639881,1227.44376860119,"Sin Direccion",1,2659.890625,1432.44685639881
"366","SOIA (Sistema de Citas para FIEL)",426,386.196569393382,39.8034306066177,"Servicios al Contribuyente",1,426,386.196569393382
"367","SOIA/PEA/CEW",448,151.892161016949,296.107838983051,"Aduanas",1,448,151.892161016949
"368","SOLUCION INTEGRAL",31125.5488932292,17513.9152112136,13611.6336820156,"Recaudacion",1,31125.5488932292,17513.9152112136
"369","SOLUCION INTEGRAL- STRESS",198,50.9280455295139,147.071954470486,"Sin Direccion",1,198,50.9280455295139
"370","SRCONE",18387.6865234375,16629.0145950318,1758.67192840577,"Sin Direccion",1,18387.6865234375,16629.0145950318
"371","SRCONEA",4275.998046875,1738.79451828003,2537.20352859497,"Sin Direccion",1,4275.998046875,1738.79451828003
"372","SRF",5080,1135.51105,3944.48895,"Sin Direccion",1,5080,1135.51105
"373","SSAP",67.763671875,38.9336176757812,28.8300541992188,"Servicios al Contribuyente",1,67.763671875,38.9336176757812
"374","SSC",8979.8056640625,2191.86821137696,6787.93745268555,"Sin Direccion",1,8979.8056640625,2191.86821137696
"375","SST",164,38.9472,125.0528,"Sin Direccion",1,164,38.9472
"376","STI",3562.920703125,2233.25216051276,1329.66854261224,"Sin Direccion",1,3562.920703125,2233.25216051276
"377","STI NIVEL ",82,24.1076171875,57.8923828125,"Sin Direccion",1,82,24.1076171875
"378","SUII",254,247.142,6.85800000000001,"Auditoria Fiscal Federal",1,254,247.142
"379","SUSE ",32,11.4359375,20.5640625,"Sin Direccion",1,32,11.4359375
"380","SVE",420,158.63665,261.36335,"Sin Direccion",1,420,158.63665
"381","SYNAMETRICS",100,99.99,0.0100000000000051,"Sin Direccion",1,100,99.99
"382","SYSLOG",79,36.3015380859375,42.6984619140625,"Comunicaciones y Tecnologias de la Informacion",1,79,36.3015380859375
"383","SYSPR",1198,336.67555,861.32445,"Sin Direccion",1,1198,336.67555
"384","Sistema de Gestion de Riesgos para el Sistema de Viajero Confiable (SIGER-PVC)",507.844171262255,185.492878073628,322.351293188627,"Sin Direccion",1,507.844171262255,185.492878073628
"385","Soporte y Control de Obligaciones ",441.75,212.05354296875,229.69645703125,"Sin Direccion",1,441.75,212.05354296875
"386","TAB",7372,1402.28675,5969.71325,"Sin Direccion",1,7372,1402.28675
"387","TEMPLATE",637,211.963882421875,425.036117578125,"Sin Direccion",1,637,211.963882421875
"388","TEMPLATE N0 CLE 5.8 32GBHD ESTANDAR",32,9.209375,22.790625,"Sin Direccion",1,32,9.209375
"389","TERCEROS",293.5,237.456487743026,56.0435122569738,"Servicios al Contribuyente",1,293.5,237.456487743026
"390","TES",1272,113.2716,1158.7284,"Sin Direccion",1,1272,113.2716
"391","TEST",40,8.046,31.954,"Sin Direccion",1,40,8.046
"392","TESTORCL",32,3.352,28.648,"Sin Direccion",1,32,3.352
"393","TMP",3559,535.32807,3023.67193,"Sin Direccion",1,3559,535.32807
"394","TPKI",302,55.1603,246.8397,"Sin Direccion",1,302,55.1603
"395","TPLT.",404,65.329546875,338.670453125,"Sin Direccion",1,404,65.329546875
"396","TRAINING",0,0,0,"Sin Direccion",1,0,0
"397","TRES",30750.685546875,5681.19274705012,25069.4927998249,"Sin Direccion",1,30750.685546875,5681.19274705012
"398","TRI",793.3,252.280891988131,541.019108011869,"Servicios al Contribuyente",1,793.3,252.280891988131
"399","UIF",2082.5009765625,842.24099680214,1240.25997976036,"Sin Direccion",1,2082.5009765625,842.24099680214
"400","VIV",340,101.966,238.034,"Aduanas",1,340,101.966
"401","VLAN",80,12.66,67.34,"Sin Direccion",1,80,12.66
"402","VMOTION PRUEBA",8,2.097265625,5.902734375,"Sin Direccion",1,8,2.097265625
"403","VOC",1556,351.10865,1204.89135,"Sin Direccion",1,1556,351.10865
"404","VSPHERE DATA  5.",100,99.99,0.0100000000000051,"Sin Direccion",1,100,99.99
"405","VUCEM",39768.4912109375,23708.0144226547,16060.4767882828,"Aduanas",1,39768.4912109375,23708.0144226547
"406","W.1.1.64.0.",32,9.0656,22.9344,"Sin Direccion",1,32,9.0656
"407","W.1.2.32.1.",52,41.69140625,10.30859375,"Sin Direccion",1,52,41.69140625
"408","W.2.1.64.1.",42,13.5051,28.4949,"Sin Direccion",1,42,13.5051
"409","W.2.1.64.8.",42,33.673828125,8.326171875,"Sin Direccion",1,42,33.673828125
"410","WI",16,0.672,15.328,"Sin Direccion",1,16,0.672
"411","WILY",96,38.1408,57.8592,"Sin Direccion",1,96,38.1408
"412","WINDOWS 2008 HW9 32GBHDD",32,8.4875,23.5125,"Sin Direccion",1,32,8.4875
"413","XP",595.65,480.510767117498,115.139232882502,"Sin Direccion",1,595.65,480.510767117498
"414","XTADSDC",120,78.123046875,41.876953125,"Sin Direccion",1,120,78.123046875
"415","XTCS",436.126953125,187.730846972656,248.396106152344,"Sin Direccion",1,436.126953125,187.730846972656
"416","XTEMC",1590.3984375,1000.01323814392,590.385199356079,"Sin Direccion",1,1590.3984375,1000.01323814392
"417","XTPS",1400,547.5225,852.4775,"Sin Direccion",1,1400,547.5225
"418","YUM",80,24.796875,55.203125,"Sin Direccion",1,80,24.796875
"419","e-firma",4941.46477732286,1233.03995036733,3708.42482695553,"Sin Direccion",1,4941.46477732286,1233.03995036733
"420","sin aplicacion",1702,337.470028225408,1364.52997177459,"Sin Direccion",1,1702,337.470028225408
